transport_id;transport_type;average_speed;available;max_capacity
3106;rail;67.88;false;9915.11
3107;rail;65.00;false;9068.09
3108;rail;67.60;false;9846.12
3109;rail;69.65;true;7768.89
3110;rail;65.07;false;13425.07
3111;rail;69.94;true;7909.71
3112;rail;65.98;true;18917.07
3113;rail;68.89;true;7083.42
3114;rail;68.25;true;6685.70
3115;rail;65.21;false;8711.77
3116;rail;65.98;true;8441.37
3117;rail;68.96;true;15748.43
3118;rail;69.89;false;8800.00
3119;rail;67.47;false;10244.85
3120;rail;68.90;true;10836.80
3121;rail;65.99;true;5680.72
3122;rail;66.00;true;10648.61
3123;rail;69.91;true;12935.64
3124;rail;67.65;false;18615.18
3125;rail;66.93;false;5563.04
3126;rail;69.33;true;8084.00
3127;rail;65.24;true;12349.36
3128;rail;66.69;true;17234.92
3129;rail;66.92;false;5691.56
3130;rail;69.47;true;17434.89
3131;rail;68.63;false;17501.71
3132;rail;67.61;false;14201.11
3133;rail;66.19;false;12186.36
3134;rail;66.11;true;9164.98
3135;rail;67.94;true;15927.44
3136;rail;66.60;true;19708.21
3137;rail;67.85;true;18843.17
3138;rail;66.38;true;12953.14
3139;rail;69.69;false;17562.64
3140;rail;68.65;true;5763.83
3141;rail;65.69;true;13084.88
3142;rail;67.85;true;13127.83
3143;rail;67.51;true;13281.05
3144;rail;69.44;false;9858.09
3145;rail;66.04;true;5907.63
3146;rail;67.46;true;5142.68
3147;rail;69.60;true;13332.43
3148;rail;65.48;false;19272.03
3149;rail;67.24;true;8804.00
3150;rail;67.06;true;15811.27
3151;rail;69.43;false;16579.81
3152;rail;66.46;false;6124.70
3153;rail;67.11;false;19850.09
3154;rail;69.61;true;15355.14
3155;rail;69.38;false;12697.22
3156;rail;66.59;true;15174.03
3157;rail;65.94;true;10194.74
3158;rail;65.28;false;7113.56
3159;rail;66.86;false;13287.34
3160;rail;68.39;false;12177.31
3161;rail;66.91;false;15350.26
3162;rail;69.37;true;8400.07
3163;rail;69.62;false;18350.92
3164;rail;68.47;false;12489.37
3165;rail;69.58;true;17369.15
3166;rail;65.33;false;11277.63
3167;rail;66.74;false;9562.73
3168;rail;67.82;true;16939.58
3169;rail;67.02;false;12904.62
3170;rail;69.52;false;13271.17
3171;rail;66.78;false;14984.66
3172;rail;65.49;false;15792.20
3173;rail;66.49;true;8039.98
3174;rail;65.97;false;10878.78
3175;rail;66.92;true;15536.22
3176;rail;67.11;true;14337.93
3177;rail;69.50;true;9583.81
3178;rail;65.17;false;16292.77
3179;rail;66.48;false;6846.42
3180;rail;68.93;true;10787.82
3181;rail;67.73;true;8784.92
3182;rail;67.40;true;14072.94
3183;rail;65.72;false;16613.28
3184;rail;68.87;true;17168.07
3185;rail;65.27;true;10094.58
3186;rail;66.23;false;14814.14
3187;rail;65.78;false;6785.56
3188;rail;66.70;true;14221.29
3189;rail;65.99;true;17610.47
3190;rail;69.82;true;6843.77
3191;rail;67.45;true;13760.55
3192;rail;69.14;true;9204.36
3193;rail;67.06;false;7746.18
3194;rail;66.72;true;8196.90
3195;rail;65.22;false;8861.85
3196;rail;65.53;false;13081.58
3197;rail;65.98;false;14138.19
3198;rail;68.26;true;14377.37
3199;rail;66.89;false;16501.00
3200;rail;69.31;true;19802.94
3201;rail;67.38;false;14074.14
3202;rail;69.01;true;14050.49
3203;rail;65.44;true;13518.42
3204;rail;65.04;false;7526.75
3205;rail;65.79;true;9592.81
3206;rail;65.06;true;12046.54
3207;rail;67.18;false;13262.41
3208;rail;69.34;false;12388.99
3209;rail;66.00;true;16185.96
3210;rail;66.88;false;5728.13
3211;rail;69.03;false;8481.36
3212;rail;68.64;false;11989.65
3213;rail;69.71;true;7527.18
3214;rail;69.61;true;5270.98
3215;rail;66.71;false;8433.44
3216;rail;69.29;true;7557.07
3217;rail;67.94;true;19197.35
3218;rail;69.62;true;14951.54
3219;rail;65.86;true;17311.71
3220;rail;65.12;true;5542.99
3221;rail;65.94;false;11382.52
3222;rail;67.49;false;10065.69
3223;rail;65.90;false;10745.28
3224;rail;66.23;true;19951.71
3225;rail;66.35;false;7158.06
3226;rail;68.76;false;5297.22
3227;rail;66.00;true;12157.12
3228;rail;67.67;false;19586.61
3229;rail;68.65;false;19788.43
3230;rail;66.91;true;5524.64
3231;rail;65.36;false;10583.60
3232;rail;65.10;true;13515.84
3233;rail;68.41;true;10793.58
3234;rail;66.95;false;6060.58
3235;rail;67.36;true;13668.79
3236;rail;66.62;false;16038.11
3237;rail;67.93;true;6956.66
3238;rail;65.81;true;11279.16
3239;rail;67.08;false;7579.69
3240;rail;66.53;true;14889.56
3241;rail;69.32;false;17995.86
3242;rail;68.23;false;11723.81
3243;rail;66.47;true;10445.12
3244;rail;66.73;true;7555.25
3245;rail;69.29;true;17945.02
3246;rail;68.25;false;12189.10
3247;rail;67.24;false;5776.25
3248;rail;65.71;true;9828.27
3249;rail;65.76;true;9248.95
3250;rail;66.04;true;12200.71
3251;rail;67.57;false;9738.75
3252;rail;68.53;true;17063.33
3253;rail;68.51;true;19318.99
3254;rail;65.06;false;17373.28
3255;rail;68.96;true;15557.20
3256;rail;66.81;false;10463.17
3257;rail;69.10;false;8076.62
3258;rail;69.14;true;18942.25
3259;rail;69.98;true;14527.30
3260;rail;65.24;false;12192.77
3261;rail;65.73;true;8251.47
3262;rail;67.97;true;10537.54
3263;rail;68.90;false;19678.49
3264;rail;67.60;true;5686.13
3265;rail;65.87;false;18354.48
3266;rail;68.43;true;6108.48
3267;rail;65.07;false;6748.16
3268;rail;67.78;false;9453.62
3269;rail;68.40;false;5049.95
3270;rail;69.58;true;11449.44
3271;rail;65.39;true;11016.10
3272;rail;69.94;false;9919.21
3273;rail;68.61;false;17378.48
3274;rail;67.03;true;15567.75
3275;rail;69.11;true;5803.77
3276;rail;65.99;false;7646.68
3277;rail;66.06;true;10279.26
3278;rail;66.19;true;16398.24
3279;rail;65.18;false;12133.40
3280;rail;68.44;true;19232.97
3281;rail;68.16;true;14619.36
3282;rail;65.70;true;15770.63
3283;rail;65.93;false;6809.89
3284;rail;69.39;true;6497.35
3285;rail;69.11;false;6568.28
3286;rail;66.21;true;18996.94
3287;rail;69.18;false;6270.32
3288;rail;69.50;true;19425.87
3289;rail;68.37;false;7596.72
3290;rail;67.75;true;7630.67
3291;rail;67.54;true;15937.64
3292;rail;65.76;false;17877.88
3293;rail;68.10;false;14504.39
3294;rail;66.78;true;9338.34
3295;rail;66.81;true;5411.28
3296;rail;66.88;false;6189.51
3297;rail;65.93;true;8963.42
3298;rail;68.81;false;16130.00
3299;rail;67.87;true;12839.64
3300;rail;65.14;true;17678.47
3301;rail;67.39;true;12579.15
3302;rail;65.17;true;16042.65
3303;rail;65.47;true;7101.30
3304;rail;69.17;false;17701.07
3305;rail;68.90;true;19806.26
3306;rail;67.16;true;8811.09
3307;rail;66.95;true;9141.79
3308;rail;69.22;false;14344.00
3309;rail;66.85;true;6287.58
3310;rail;66.86;true;13066.41
3311;rail;69.62;true;12211.79
3312;rail;66.51;true;9638.28
3313;rail;69.20;true;9258.87
3314;rail;66.55;true;7529.60
3315;rail;69.70;true;18862.78
3316;rail;66.92;false;6329.80
3317;rail;66.09;false;14269.56
3318;rail;65.13;false;9033.42
3319;rail;68.45;true;16655.68
3320;rail;67.67;false;10768.20
3321;rail;68.95;true;14083.01
3322;rail;69.08;false;14615.09
3323;rail;66.42;true;7854.20
3324;rail;65.09;true;14723.83
3325;rail;65.37;false;5768.73
3326;rail;66.00;true;10921.24
3327;rail;66.70;true;6763.92
3328;rail;66.30;true;17470.16
3329;rail;65.99;true;14338.57
3330;rail;67.20;false;18081.46
3331;rail;68.61;false;13662.19
3332;rail;66.91;false;10338.46
3333;rail;65.67;false;10856.73
3334;rail;66.18;true;16409.32
3335;rail;67.02;false;12123.06
3336;rail;69.41;true;11702.66
3337;rail;69.80;true;12955.75
3338;rail;68.17;true;8585.33
3339;rail;66.81;false;14309.43
3340;rail;65.45;true;8591.17
3341;rail;66.88;false;12211.93
3342;rail;68.84;false;6127.09
3343;rail;68.46;false;7533.95
3344;rail;65.23;false;12897.81
3345;rail;66.36;false;6611.97
3346;rail;67.72;false;13875.83
3347;rail;68.15;true;17910.88
3348;rail;69.75;true;11796.29
3349;rail;68.71;false;17323.65
3350;rail;66.07;false;13458.76
3351;rail;66.27;true;15182.15
3352;rail;67.66;false;12569.35
3353;rail;67.02;true;18765.48
3354;rail;69.72;false;19824.57
3355;rail;65.22;true;13581.13
3356;rail;68.94;false;6577.64
3357;rail;67.78;true;7303.87
3358;rail;67.44;true;17531.35
3359;rail;68.53;true;9869.79
3360;rail;68.66;true;19643.80
3361;rail;67.58;false;13389.91
3362;rail;68.12;true;12662.76
3363;rail;65.06;true;15420.91
3364;rail;66.15;true;10676.17
3365;rail;68.49;true;11405.58
3366;rail;69.86;true;13295.39
3367;rail;68.37;false;5558.46
3368;rail;68.47;false;15718.93
3369;rail;65.28;true;11820.59
3370;rail;68.04;false;16909.88
3371;rail;67.33;true;11894.46
3372;rail;65.01;true;8631.08
3373;rail;67.95;false;18917.06
3374;rail;67.06;true;15960.59
3375;rail;66.78;true;5409.62
3376;rail;67.82;false;12280.93
3377;rail;68.38;false;9346.41
3378;rail;68.56;true;5556.81
3379;rail;65.03;true;9669.81
3380;rail;66.17;true;10653.48
3381;rail;65.59;false;14352.70
3382;rail;66.26;true;16980.32
3383;rail;68.44;true;10757.56
3384;rail;65.20;true;5885.15
3385;rail;67.35;false;11674.40
3386;rail;65.10;false;17400.89
3387;rail;67.28;false;5139.81
3388;rail;66.60;false;19443.24
3389;rail;67.53;false;10729.16
3390;rail;65.89;true;13665.51
3391;rail;69.46;false;7704.51
3392;rail;65.49;true;10591.42
3393;rail;67.04;false;6642.23
3394;rail;69.10;true;11967.62
3395;rail;68.81;false;10724.26
3396;rail;69.87;true;13815.82
3397;rail;65.49;false;17206.99
3398;rail;67.34;true;12284.49
3399;rail;67.61;false;18291.47
3400;rail;68.82;true;15097.38
3401;rail;65.78;false;16343.72
3402;rail;68.48;true;9978.37
3403;rail;66.63;true;9283.11
3404;rail;66.65;false;11492.20
3405;rail;65.35;true;19553.16
3406;rail;66.42;true;6984.65
3407;rail;65.14;false;8149.16
3408;rail;65.33;false;7120.31
3409;rail;65.31;false;7316.20
3410;rail;65.80;false;11422.63
3411;rail;68.36;false;11869.51
3412;rail;66.13;true;18214.93
3413;rail;69.15;true;8346.57
3414;rail;69.53;true;6304.87
3415;rail;67.91;true;9972.27
3416;rail;67.12;true;6351.34
3417;rail;69.97;true;18223.90
3418;rail;68.09;false;6183.96
3419;rail;69.28;true;5757.43
3420;rail;66.08;false;10935.88
3421;rail;68.80;false;13659.71
3422;rail;65.64;true;12808.04
3423;rail;69.44;true;12264.93
3424;rail;65.65;false;11643.41
3425;rail;68.57;true;13437.72
3426;rail;66.58;false;15551.94
3427;rail;66.07;false;8244.46
3428;rail;68.33;true;9382.73
3429;rail;69.32;false;10057.02
3430;rail;65.72;true;14612.64
3431;rail;69.76;false;18528.05
3432;rail;69.65;true;11933.85
3433;rail;65.52;false;12192.00
3434;rail;69.45;false;9816.17
3435;rail;68.65;false;19509.45
3436;rail;67.64;false;7612.57
3437;rail;68.09;true;14453.23
3438;rail;69.25;true;7665.98
3439;rail;69.85;false;11845.06
3440;rail;69.76;false;11291.49
3441;rail;69.43;true;11505.18
3442;rail;68.94;false;14449.69
3443;rail;67.02;false;15098.61
3444;rail;65.15;false;18371.85
3445;rail;68.79;true;19602.82
3446;rail;67.96;false;5317.49
3447;rail;65.22;true;5868.99
3448;rail;65.34;true;19284.10
3449;rail;68.52;false;14423.11
3450;rail;69.40;false;11977.94
3451;rail;65.21;false;16203.41
3452;rail;66.12;false;19195.71
3453;rail;69.42;false;18209.03
3454;rail;67.91;true;15506.85
3455;rail;67.83;true;12085.77
3456;rail;69.13;true;19905.01
3457;rail;68.57;true;6064.25
3458;rail;66.81;true;11831.15
3459;rail;69.93;false;18772.95
3460;rail;67.28;true;17365.66
3461;rail;65.38;true;7391.75
3462;rail;65.29;true;14988.08
3463;rail;68.68;false;14031.48
3464;rail;66.43;false;11177.88
3465;rail;69.38;false;11404.81
3466;rail;66.64;true;17740.74
3467;rail;68.73;false;15850.40
3468;rail;66.83;false;8065.50
3469;rail;65.94;true;15570.03
3470;rail;66.79;true;14919.14
3471;rail;65.01;false;6596.90
3472;rail;68.54;false;19226.83
3473;rail;69.26;false;17138.43
3474;rail;66.83;false;12963.10
3475;rail;66.84;false;14678.21
3476;rail;69.31;false;7073.15
3477;rail;68.23;false;7874.99
3478;rail;65.99;true;9682.92
3479;rail;66.14;true;15284.87
3480;rail;68.40;false;14805.95
3481;rail;67.34;true;14010.22
3482;rail;69.49;false;8651.08
3483;rail;66.84;true;14967.18
3484;rail;68.91;false;8934.85
3485;rail;68.91;false;14482.44
3486;rail;65.42;true;9521.36
3487;rail;68.78;true;11286.37
3488;rail;67.28;true;18538.15
3489;rail;66.26;true;5221.19
3490;rail;69.85;true;17052.14
3491;rail;68.59;false;18672.40
3492;rail;65.05;true;9446.64
3493;rail;65.57;false;19044.61
3494;rail;68.23;false;19735.82
3495;rail;65.06;true;12255.91
3496;rail;66.22;false;17204.77
3497;rail;69.05;false;13103.06
3498;rail;69.08;true;13654.00
3499;rail;66.08;false;14871.41
3500;rail;67.01;true;16644.89
3501;rail;68.62;true;18508.01
3502;rail;67.48;false;15253.74
3503;rail;66.89;false;14110.80
3504;rail;68.16;true;11958.54
3505;rail;65.95;false;11925.50
3506;rail;69.94;false;16531.90
3507;rail;69.15;true;14873.71
3508;rail;67.41;false;13911.40
3509;rail;69.40;false;6767.32
3510;rail;67.78;false;17538.37
3511;rail;65.87;false;14010.62
3512;rail;66.07;true;11890.10
3513;rail;65.70;true;17499.67
3514;rail;67.31;false;9524.42
3515;rail;69.22;false;14766.37
3516;rail;68.59;false;15292.19
3517;rail;66.72;false;16931.66
3518;rail;68.01;true;13886.75
3519;rail;69.08;false;12797.49
3520;rail;68.81;true;11322.89
3521;rail;65.03;true;8782.77
3522;rail;66.66;true;7403.18
3523;rail;69.10;false;16342.92
3524;rail;65.12;true;7224.03
3525;rail;66.72;true;15519.09
3526;rail;69.93;false;18966.32
3527;rail;69.28;true;16281.83
3528;rail;67.79;true;18522.06
3529;rail;68.67;true;18904.18
3530;rail;68.77;false;14956.99
3531;rail;65.36;true;19908.79
3532;rail;66.53;true;16310.97
3533;rail;68.43;false;14638.67
3534;rail;67.25;false;11235.83
3535;rail;66.10;false;11281.66
3536;rail;69.95;true;19098.20
3537;rail;69.91;true;6449.03
3538;rail;69.35;false;15474.59
3539;rail;65.27;false;17660.48
3540;rail;66.25;false;14050.72
3541;rail;67.39;false;15633.44
3542;rail;65.08;false;5484.71
3543;rail;65.45;true;8196.15
3544;rail;65.02;false;17553.07
3545;rail;68.67;true;8441.76
3546;rail;67.52;false;9770.25
3547;rail;66.46;true;18848.66
3548;rail;69.96;false;14056.95
3549;rail;65.56;true;18608.86
3550;rail;65.44;true;15422.21
3551;rail;68.08;true;19102.11
3552;rail;69.40;false;7343.31
3553;rail;67.94;false;13062.28
3554;rail;65.00;false;8534.49
3555;rail;68.82;false;5241.64
3556;rail;65.45;false;18191.24
3557;rail;69.08;false;16432.84
3558;rail;67.93;false;10116.58
3559;rail;68.54;false;8353.62
3560;rail;69.98;false;11766.90
3561;rail;65.52;true;15678.48
3562;rail;68.28;true;17876.47
3563;rail;65.31;true;14838.34
3564;rail;67.22;false;6478.39
3565;rail;67.54;false;11536.67
3566;rail;65.47;true;17092.98
3567;rail;68.11;true;9322.31
3568;rail;66.16;false;6199.19
3569;rail;66.96;false;10940.19
3570;rail;65.07;false;17132.08
3571;rail;66.72;false;11090.30
3572;rail;65.59;true;16024.93
3573;rail;66.05;true;7397.48
3574;rail;68.54;false;16530.02
3575;rail;65.64;false;6426.40
3576;rail;65.32;true;17244.34
3577;rail;69.45;true;18047.54
3578;rail;69.59;false;9059.93
3579;rail;67.48;true;10128.98
3580;rail;65.96;false;8758.00
3581;rail;66.77;true;10466.90
3582;rail;66.11;true;17764.46
3583;rail;67.75;false;6731.51
3584;rail;69.44;false;15930.13
3585;rail;68.96;false;13917.01
3586;rail;67.31;true;16032.64
3587;rail;65.65;true;17995.82
3588;rail;66.60;true;17378.96
3589;rail;67.51;true;14373.56
3590;rail;67.00;false;19940.61
3591;rail;66.92;false;12575.12
3592;rail;69.50;true;12377.24
3593;rail;68.78;true;15721.39
3594;rail;69.43;true;14014.91
3595;rail;68.66;false;13801.69
3596;rail;65.59;true;18907.51
3597;rail;69.27;false;17775.91
3598;rail;66.94;false;13579.94
3599;rail;67.37;true;7133.00
3600;rail;69.46;false;17003.90
3601;rail;68.06;false;10353.04
3602;rail;66.15;true;10296.77
3603;rail;66.20;true;17877.06
3604;rail;65.29;true;17919.14
3605;rail;69.35;true;9467.37
3606;rail;67.93;false;14584.93
3607;rail;66.72;false;18030.01
3608;rail;69.12;false;17255.31
3609;rail;69.40;true;19108.70
3610;rail;65.20;true;18155.40
3611;rail;65.32;true;11556.86
3612;rail;68.05;false;19816.20
3613;rail;67.99;true;19096.95
3614;rail;69.19;true;11358.25
3615;rail;67.28;false;17405.87
3616;rail;65.78;true;12695.24
3617;rail;69.60;false;10405.91
3618;rail;67.24;false;18520.33
3619;rail;65.87;false;8919.36
3620;rail;66.25;true;12252.50
3621;rail;68.74;false;18331.85
3622;rail;66.51;true;13390.16
3623;rail;68.47;true;5805.80
3624;rail;66.65;false;7137.38
3625;rail;67.81;false;6412.71
3626;rail;69.52;false;12317.74
3627;rail;67.50;true;15797.14
3628;rail;66.56;true;6484.41
3629;rail;69.12;false;8313.11
3630;rail;69.19;true;7616.64
3631;rail;69.33;true;11066.77
3632;rail;68.47;false;11691.53
3633;rail;69.37;false;16592.62
3634;rail;65.43;false;11749.79
3635;rail;66.31;false;19394.76
3636;rail;66.62;true;17973.06
3637;rail;67.33;false;7807.36
3638;rail;67.03;true;15144.63
3639;rail;65.45;false;17160.32
3640;rail;69.32;true;15448.83
3641;rail;69.83;true;17762.49
3642;rail;69.83;true;14188.91
3643;rail;66.68;false;13014.05
3644;rail;66.81;false;10016.42
3645;rail;68.66;true;17391.03
3646;rail;65.40;false;19887.71
3647;rail;69.25;true;9247.83
3648;rail;67.97;true;7856.99
3649;rail;65.45;false;14080.84
3650;rail;66.42;true;15826.02
3651;rail;65.80;false;6927.00
3652;rail;66.20;false;16354.87
3653;rail;65.70;false;12274.34
3654;rail;66.24;false;6121.58
3655;rail;69.47;false;19623.84
3656;rail;66.16;false;9406.38
3657;rail;66.80;false;15192.32
3658;rail;68.06;true;12262.86
3659;rail;66.62;true;7580.20
3660;rail;65.23;true;14842.85
3661;rail;67.28;true;6072.30
3662;rail;67.82;true;6407.30
3663;rail;66.73;false;5892.53
3664;rail;65.82;true;6520.56
3665;rail;69.28;true;17776.73
3666;rail;66.32;true;6251.84
3667;rail;67.84;true;11283.59
3668;rail;69.81;true;5438.70
3669;rail;66.02;true;13008.89
3670;rail;69.49;true;19548.69
3671;rail;69.64;true;11559.72
3672;rail;67.19;true;16927.21
3673;rail;67.72;true;9994.34
3674;rail;69.82;false;8373.00
3675;rail;67.22;true;8003.92
3676;rail;68.29;false;19398.66
3677;rail;69.15;false;18516.65
3678;rail;68.76;true;5540.22
3679;rail;65.12;false;7404.19
3680;rail;68.64;false;7006.75
3681;rail;65.73;true;11492.57
3682;rail;66.17;false;15537.61
3683;rail;65.68;false;14756.53
3684;rail;66.01;false;11160.05
3685;rail;65.25;true;12624.24
3686;rail;66.36;true;17304.20
3687;rail;67.26;false;7628.17
3688;rail;68.86;false;19210.72
3689;rail;66.98;false;7915.35
3690;rail;67.03;false;10270.05
3691;rail;69.25;false;10423.00
3692;rail;69.56;true;12645.24
3693;rail;69.46;true;9382.91
3694;rail;67.61;false;17883.76
3695;rail;66.53;true;13214.66
3696;rail;69.09;true;17311.25
3697;rail;66.05;true;17554.51
3698;rail;66.29;false;15973.73
3699;rail;69.14;true;18878.09
3700;rail;69.32;true;16871.18
3701;rail;67.66;true;13964.75
3702;rail;65.82;true;8632.92
3703;rail;66.38;true;12541.14
3704;rail;68.37;true;14873.61
3705;rail;65.98;false;16710.23
3706;rail;66.61;true;14763.35
3707;rail;68.93;false;11041.80
3708;rail;67.62;true;8931.82
3709;rail;68.23;true;13003.67
3710;rail;68.53;true;19715.30
3711;rail;65.33;true;17115.04
3712;rail;67.88;true;8620.76
3713;rail;69.65;true;10948.10
3714;rail;65.13;false;14300.41
3715;rail;69.44;true;7287.13
3716;rail;69.64;false;8274.76
3717;rail;67.20;false;10523.29
3718;rail;67.03;true;6701.23
3719;rail;68.66;false;11357.51
3720;rail;65.57;false;12025.62
3721;rail;65.86;true;8466.70
3722;rail;69.85;false;7102.32
3723;rail;68.61;true;17873.24
3724;rail;65.66;false;8911.21
3725;rail;66.26;true;15449.50
3726;rail;67.62;false;18923.46
3727;rail;67.82;true;16950.21
3728;rail;69.02;true;12830.82
3729;rail;67.08;false;6934.21
3730;rail;67.64;true;6406.26
3731;rail;69.69;true;8105.52
3732;rail;66.27;false;16980.58
3733;rail;68.81;true;5176.03
3734;rail;66.96;false;10432.56
3735;rail;68.60;true;16805.93
3736;rail;66.17;true;15986.01
3737;rail;66.50;true;18566.07
3738;rail;69.72;true;17887.11
3739;rail;68.17;false;18077.38
3740;rail;66.93;true;19036.45
3741;rail;66.14;true;15709.22
3742;rail;65.68;true;17771.91
3743;rail;68.47;true;5999.55
3744;rail;69.18;false;12524.57
3745;rail;66.09;true;12717.43
3746;rail;69.38;false;5820.33
3747;rail;65.26;true;13720.20
3748;rail;66.22;false;12818.81
3749;rail;66.47;false;11002.42
3750;rail;68.24;true;6893.58
3751;rail;66.09;true;11724.52
3752;rail;67.89;false;15861.73
3753;rail;69.33;true;6387.67
3754;rail;66.32;false;6270.21
3755;rail;69.44;false;9019.56
3756;rail;68.13;true;15928.80
3757;rail;66.39;true;15026.79
3758;rail;68.72;false;15979.67
3759;rail;69.09;true;19090.57
3760;rail;68.93;true;12775.47
3761;rail;68.89;true;11397.10
3762;rail;66.65;true;19940.07
3763;rail;69.58;true;11285.37
3764;rail;65.35;true;15868.80
3765;rail;68.89;true;18751.37
3766;rail;67.40;true;11271.08
3767;rail;67.06;false;14415.22
3768;rail;65.39;true;12890.88
3769;rail;68.40;true;6693.94
3770;rail;66.71;false;5646.91
3771;rail;65.80;false;14119.85
3772;rail;69.78;true;5639.88
3773;rail;67.51;false;16582.00
3774;rail;65.52;false;7492.74
3775;rail;67.40;false;15050.36
3776;rail;67.52;true;5891.51
3777;rail;66.60;true;5125.43
3778;rail;65.35;false;7691.53
3779;rail;68.46;false;7771.35
3780;rail;69.46;false;5994.32
3781;rail;68.57;true;13724.32
3782;rail;69.42;false;12207.25
3783;rail;67.80;false;11829.84
3784;rail;65.05;true;11328.24
3785;rail;66.99;false;10643.47
3786;rail;68.91;false;6293.32
3787;rail;67.90;true;13326.00
3788;rail;65.48;true;11455.45
3789;rail;69.01;true;12483.75
3790;rail;70.00;true;13782.07
3791;rail;68.17;true;10452.41
3792;rail;69.04;false;18291.05
3793;rail;67.92;true;5187.06
3794;rail;66.90;false;12355.96
3795;rail;67.19;false;10755.43
3796;rail;65.83;false;6947.62
3797;rail;68.59;false;5042.74
3798;rail;65.75;false;19484.92
3799;rail;69.58;true;14662.23
3800;rail;67.44;true;17698.23
3801;rail;68.05;false;7252.91
3802;rail;66.73;true;8926.62
3803;rail;69.64;false;16583.07
3804;rail;69.43;false;5665.70
3805;rail;69.13;true;6359.26
3806;rail;69.73;false;13268.32
3807;rail;67.78;false;9837.32
3808;rail;65.16;false;18200.94
3809;rail;67.93;true;11361.20
3810;rail;67.58;false;12026.26
3811;rail;69.23;true;9993.67
3812;rail;67.88;true;7484.99
3813;rail;65.06;true;11353.82
3814;rail;69.30;true;17772.72
3815;rail;66.07;false;11550.22
3816;rail;65.41;false;6567.38
3817;rail;69.12;true;8876.04
3818;rail;66.78;false;15163.13
3819;rail;69.80;false;13576.15
3820;rail;68.42;false;14677.70
