transport_id;transport_type;average_speed;available;max_capacity
1356;sea;34.26;false;26212869.15
1357;sea;37.45;false;25769083.02
1358;sea;31.03;false;17003406.53
1359;sea;36.45;true;12563511.80
1360;sea;31.52;true;25785674.07
1361;sea;39.73;true;44295967.72
1362;sea;31.73;false;11373743.17
1363;sea;36.06;true;29347072.18
1364;sea;30.40;true;47186584.41
1365;sea;38.57;false;8098703.21
1366;sea;38.26;false;16372327.56
1367;sea;30.71;true;49360473.84
1368;sea;33.79;false;25862586.08
1369;sea;32.29;false;45660119.67
1370;sea;37.17;false;10656571.96
1371;sea;31.11;true;28264492.44
1372;sea;38.36;true;40642768.42
1373;sea;34.22;false;5629909.52
1374;sea;31.88;true;7857964.19
1375;sea;36.45;false;35734017.48
1376;sea;39.35;false;15666128.64
1377;sea;36.74;false;15685870.69
1378;sea;38.70;false;48836131.07
1379;sea;30.52;true;43507365.38
1380;sea;30.77;true;46917214.61
1381;sea;36.75;false;47844864.86
1382;sea;37.20;true;36407342.42
1383;sea;38.42;false;46072245.80
1384;sea;39.17;false;18193562.36
1385;sea;36.67;true;47211479.32
1386;sea;32.81;true;32825870.19
1387;sea;34.80;false;37639014.88
1388;sea;35.26;false;18609187.62
1389;sea;36.87;true;27186136.55
1390;sea;32.46;true;38999871.92
1391;sea;37.37;false;37022184.24
1392;sea;36.33;true;21599876.65
1393;sea;38.63;true;23058958.66
1394;sea;37.05;false;40266221.12
1395;sea;30.13;false;12237640.01
1396;sea;33.06;true;12726404.75
1397;sea;35.94;true;16874434.34
1398;sea;39.47;false;42940706.98
1399;sea;39.97;true;20948626.41
1400;sea;30.22;false;34015273.33
1401;sea;35.76;true;43992001.58
1402;sea;31.38;false;24006924.72
1403;sea;30.15;true;26380006.54
1404;sea;38.98;false;28012951.66
1405;sea;38.09;false;41257369.30
1406;sea;38.60;false;24235099.84
1407;sea;35.12;true;34812481.12
1408;sea;30.29;true;26041826.99
1409;sea;36.88;false;15747911.82
1410;sea;32.71;false;40731834.35
1411;sea;35.32;false;11439331.56
1412;sea;37.08;false;42783882.91
1413;sea;32.75;true;19697538.53
1414;sea;35.02;false;6455070.80
1415;sea;37.47;false;20106731.63
1416;sea;37.33;false;39189690.10
1417;sea;38.07;false;30715741.26
1418;sea;34.71;false;47859672.85
1419;sea;37.18;true;48909262.22
1420;sea;39.00;false;30554690.37
1421;sea;38.07;false;13186710.47
1422;sea;35.63;true;43971442.28
1423;sea;38.52;false;42418107.65
1424;sea;34.78;false;21986460.83
1425;sea;36.92;false;47867499.71
1426;sea;38.19;false;29696319.78
1427;sea;30.22;true;37274802.44
1428;sea;30.36;false;27357899.92
1429;sea;34.05;true;26366210.83
1430;sea;39.10;true;14407878.40
1431;sea;39.11;false;46925856.93
1432;sea;38.34;false;48602165.49
1433;sea;32.26;true;41470768.76
1434;sea;32.25;true;25987633.80
1435;sea;39.78;false;38600677.11
1436;sea;31.89;true;36132567.64
1437;sea;39.32;false;7310875.00
1438;sea;36.59;true;8352920.67
1439;sea;37.36;false;47646883.91
1440;sea;39.19;true;22248913.26
1441;sea;35.49;true;17254458.67
1442;sea;31.62;false;22980805.26
1443;sea;32.58;true;25717931.31
1444;sea;32.19;true;32667285.40
1445;sea;36.16;false;16041320.08
1446;sea;36.37;true;10566900.72
1447;sea;38.59;false;46526448.98
1448;sea;31.23;false;41847190.38
1449;sea;33.97;false;26615138.22
1450;sea;33.58;true;36614734.03
1451;sea;36.75;false;35771963.12
1452;sea;31.03;true;42541138.18
1453;sea;39.40;true;22366274.91
1454;sea;38.15;true;37739402.82
1455;sea;36.14;false;26183246.59
1456;sea;33.07;true;35067582.44
1457;sea;37.98;false;35871119.53
1458;sea;33.17;true;6558620.73
1459;sea;32.52;false;20619007.70
1460;sea;35.91;true;20230058.80
1461;sea;34.31;false;48373968.75
1462;sea;32.93;true;11667186.26
1463;sea;35.22;false;39561053.84
1464;sea;32.89;false;41155840.97
1465;sea;34.21;true;46074256.19
1466;sea;36.59;true;37027882.15
1467;sea;32.51;true;23107998.44
1468;sea;33.88;true;15975949.20
1469;sea;31.42;false;5979312.73
1470;sea;36.64;true;46418833.97
1471;sea;35.76;false;14560805.42
1472;sea;36.93;true;48428689.21
1473;sea;30.34;true;41322974.40
1474;sea;35.33;false;7122138.52
1475;sea;36.93;false;9508453.49
1476;sea;33.65;false;28976190.20
1477;sea;39.97;false;34719899.78
1478;sea;39.79;false;24958382.37
1479;sea;35.00;false;15249191.62
1480;sea;30.84;false;8759551.68
1481;sea;35.20;true;45233802.85
1482;sea;38.70;false;38363523.35
1483;sea;30.77;true;16800823.41
1484;sea;36.90;false;37346085.11
1485;sea;31.79;false;6252068.97
1486;sea;30.39;true;19146417.55
1487;sea;32.45;true;7058517.07
1488;sea;36.85;true;9850124.56
1489;sea;36.79;true;41722297.44
1490;sea;33.66;true;5592401.02
1491;sea;31.33;false;42657624.24
1492;sea;34.41;true;8460965.39
1493;sea;34.49;true;48139585.38
1494;sea;31.75;false;31458014.12
1495;sea;36.94;true;27474885.66
1496;sea;30.43;true;16888173.79
1497;sea;36.37;false;45395178.30
1498;sea;31.98;true;36046517.88
1499;sea;35.51;true;30450830.50
1500;sea;38.25;false;31417247.36
1501;sea;37.83;true;48468585.59
1502;sea;31.48;true;18763388.70
1503;sea;32.25;true;22211741.09
1504;sea;39.63;false;48205851.00
1505;sea;31.20;true;15559652.19
1506;sea;39.79;true;29091350.91
1507;sea;31.47;false;31577457.84
1508;sea;30.66;false;45626826.53
1509;sea;34.69;false;26538052.11
1510;sea;35.69;true;44790790.87
1511;sea;33.72;true;48663558.62
1512;sea;36.64;false;42565960.08
1513;sea;32.23;false;43377133.56
1514;sea;36.19;true;17591968.25
1515;sea;37.16;true;23372641.42
1516;sea;31.61;true;48523308.28
1517;sea;33.67;false;48086760.79
1518;sea;37.34;false;5648608.04
1519;sea;34.76;false;21041150.19
1520;sea;35.22;true;28612271.02
1521;sea;31.74;true;24194058.20
1522;sea;33.34;true;27729847.73
1523;sea;35.68;false;27135425.73
1524;sea;32.00;true;27765931.82
1525;sea;35.68;true;34898501.97
1526;sea;39.42;true;33838886.00
1527;sea;30.59;true;44277917.22
1528;sea;36.74;false;16719618.28
1529;sea;39.39;false;29428096.41
1530;sea;38.17;true;35148012.91
1531;sea;34.98;false;29664657.19
1532;sea;37.44;false;48833575.93
1533;sea;36.66;true;48270037.65
1534;sea;30.80;true;28248172.18
1535;sea;31.63;true;20943854.86
1536;sea;35.48;false;17468353.56
1537;sea;32.54;false;25524244.33
1538;sea;30.97;true;21971656.35
1539;sea;32.15;true;28836811.97
1540;sea;39.96;true;19851649.75
1541;sea;31.23;false;37504735.93
1542;sea;33.56;false;16039166.91
1543;sea;36.75;false;18800688.83
1544;sea;31.88;false;37200465.25
1545;sea;34.60;true;26941460.78
1546;sea;33.13;true;23781065.03
1547;sea;33.76;true;36908807.00
1548;sea;39.26;false;15633973.81
1549;sea;33.95;false;23616157.00
1550;sea;32.26;false;5503656.22
1551;sea;37.67;true;48045115.93
1552;sea;33.70;false;18074437.91
1553;sea;36.02;true;17370420.86
1554;sea;38.17;true;10516196.36
1555;sea;33.82;true;42755501.81
1556;sea;36.45;false;42030281.72
1557;sea;37.07;true;22685370.51
1558;sea;30.70;false;33848766.31
1559;sea;31.07;false;43313104.87
1560;sea;35.89;false;12361432.09
1561;sea;36.20;false;18772713.99
1562;sea;39.18;true;43001657.95
1563;sea;32.25;false;27842332.35
1564;sea;32.31;false;7398987.68
1565;sea;35.68;false;25479217.87
1566;sea;39.96;true;40817727.01
1567;sea;33.13;true;29382755.52
1568;sea;38.81;true;36394440.32
1569;sea;30.84;false;6316898.25
1570;sea;38.44;false;22432184.59
1571;sea;38.85;true;49069941.26
1572;sea;31.29;true;17142545.93
1573;sea;37.41;true;14919542.54
1574;sea;38.42;true;36544110.33
1575;sea;31.24;true;34613744.12
1576;sea;36.77;false;31259344.26
1577;sea;33.73;true;44071943.00
1578;sea;39.57;false;24744343.28
1579;sea;36.27;false;13490837.75
1580;sea;32.31;true;21076851.38
1581;sea;35.26;false;38794477.02
1582;sea;30.16;true;16072266.04
1583;sea;33.73;true;48171793.36
1584;sea;36.65;true;10645274.81
1585;sea;32.75;false;7601149.48
1586;sea;32.48;true;34884001.29
1587;sea;30.76;true;49021435.01
1588;sea;37.08;false;46041827.73
1589;sea;31.28;true;49577617.55
1590;sea;37.50;false;29569837.70
1591;sea;32.94;false;44056493.69
1592;sea;37.29;true;22863705.18
1593;sea;35.97;false;48337760.22
1594;sea;39.18;true;33205851.09
1595;sea;30.06;true;24837429.14
1596;sea;34.15;true;13093062.55
1597;sea;31.74;false;24430814.88
1598;sea;36.62;false;9577349.88
1599;sea;35.47;true;29414030.28
1600;sea;30.62;false;30716226.59
1601;sea;35.63;true;43307549.79
1602;sea;38.51;false;19531523.53
1603;sea;36.95;true;32435277.98
1604;sea;39.45;false;13016120.95
1605;sea;33.03;false;44087143.95
1606;sea;36.85;false;28832794.83
1607;sea;38.36;false;44746157.05
1608;sea;30.40;true;25103132.98
1609;sea;31.21;true;27788042.03
1610;sea;32.02;true;35347816.99
1611;sea;33.88;true;47714474.89
1612;sea;31.47;false;37522317.70
1613;sea;37.82;false;18237700.49
1614;sea;34.74;true;48485902.51
1615;sea;37.74;true;6969788.70
1616;sea;38.20;false;31967966.19
1617;sea;30.17;true;17197017.43
1618;sea;33.89;true;13104954.53
1619;sea;34.39;false;33706003.97
1620;sea;32.40;true;39633590.11
1621;sea;39.64;true;27483779.59
1622;sea;34.26;false;6918729.45
1623;sea;32.67;false;5893059.17
1624;sea;34.97;false;38069200.50
1625;sea;33.31;false;48248872.21
1626;sea;32.39;true;15154376.35
1627;sea;39.83;false;11366721.45
1628;sea;33.03;false;49964109.83
1629;sea;39.45;false;39649402.58
1630;sea;32.44;true;30249921.13
1631;sea;31.67;true;38889670.12
1632;sea;39.19;true;16256101.60
1633;sea;35.48;true;29410801.82
1634;sea;34.70;false;16495045.01
1635;sea;34.52;true;47229067.59
1636;sea;34.98;true;42887046.41
1637;sea;39.07;true;24746537.10
1638;sea;32.21;true;42826446.07
1639;sea;33.00;true;38094409.94
1640;sea;39.98;false;20149835.81
1641;sea;37.87;true;45887827.40
1642;sea;39.15;true;19332712.84
1643;sea;33.23;false;48563483.72
1644;sea;34.99;true;46374948.31
1645;sea;39.44;true;38877404.14
1646;sea;34.70;false;30076171.70
1647;sea;38.97;false;37431596.78
1648;sea;37.04;true;24430042.19
1649;sea;38.53;false;7386038.01
1650;sea;37.09;true;45491122.80
1651;sea;34.52;true;23611724.90
1652;sea;33.70;true;44688436.31
1653;sea;32.83;true;20307243.43
1654;sea;33.57;true;6963205.49
1655;sea;32.79;false;13049547.33
1656;sea;37.15;true;27558762.39
1657;sea;34.63;true;11301908.21
1658;sea;39.21;true;31706499.67
1659;sea;37.95;false;31602716.53
1660;sea;31.25;true;47706117.30
1661;sea;32.22;false;42030647.91
1662;sea;38.14;false;31872990.98
1663;sea;38.07;false;20267434.13
1664;sea;32.69;true;28275038.18
1665;sea;38.25;false;30604189.04
1666;sea;38.09;false;11533579.41
1667;sea;34.78;false;14053042.43
1668;sea;33.72;false;32097536.73
1669;sea;36.92;true;25064894.04
1670;sea;37.43;false;31631564.03
1671;sea;39.67;false;11048355.90
1672;sea;32.71;true;19957704.40
1673;sea;35.29;true;49130734.48
1674;sea;36.23;true;36226619.78
1675;sea;37.16;false;14247640.83
1676;sea;37.52;false;5052710.53
1677;sea;38.72;true;15464895.40
1678;sea;33.59;false;36674763.24
1679;sea;37.58;false;48353126.36
1680;sea;34.46;true;27650209.16
1681;sea;30.44;false;18429781.80
1682;sea;38.89;true;32998652.88
1683;sea;38.97;false;43469258.92
1684;sea;39.93;true;38899655.62
1685;sea;35.19;true;31024936.63
1686;sea;35.97;false;44243163.14
1687;sea;32.21;false;28971226.17
1688;sea;39.83;false;18206806.78
1689;sea;37.06;false;11075583.57
1690;sea;31.15;true;16158198.72
1691;sea;33.44;true;19151614.88
1692;sea;38.00;false;41073567.19
1693;sea;36.95;false;14257061.21
1694;sea;34.53;false;46902481.40
1695;sea;34.32;false;27063416.78
1696;sea;34.87;true;42151753.54
1697;sea;34.35;true;49135793.75
1698;sea;33.91;true;39726492.28
1699;sea;35.17;false;6237647.83
1700;sea;35.87;false;35993161.89
1701;sea;35.32;true;39530882.16
1702;sea;39.23;false;25039262.87
1703;sea;35.93;false;33436733.12
1704;sea;39.42;false;17941911.16
1705;sea;38.00;false;33090201.58
1706;sea;30.48;true;33963502.61
1707;sea;33.36;false;45751794.46
1708;sea;37.31;true;19691590.99
1709;sea;30.05;true;34012939.76
1710;sea;32.49;true;33180463.95
1711;sea;38.02;true;22754796.91
1712;sea;38.45;true;6036050.01
1713;sea;33.87;true;21598760.48
1714;sea;33.91;false;5401259.64
1715;sea;38.33;false;26855753.08
1716;sea;31.72;false;47327553.95
1717;sea;31.56;false;32411930.98
1718;sea;35.39;false;38160320.01
1719;sea;30.43;false;8295960.91
1720;sea;37.99;false;48501493.60
1721;sea;34.42;false;44603837.50
1722;sea;39.14;true;45063029.10
1723;sea;31.01;true;34099486.09
1724;sea;33.40;true;38056688.17
1725;sea;33.99;true;46907569.67
1726;sea;34.20;true;33815514.05
1727;sea;38.93;true;31973129.99
1728;sea;35.49;false;11117776.61
1729;sea;39.42;true;20140262.67
1730;sea;38.61;true;29954511.09
1731;sea;38.46;true;11742775.47
1732;sea;31.07;false;41912243.56
1733;sea;39.00;true;15167112.06
1734;sea;39.05;true;43101841.35
1735;sea;33.76;false;48932981.07
1736;sea;31.51;false;18885509.44
1737;sea;31.05;true;37670866.47
1738;sea;32.86;false;32118696.42
1739;sea;38.98;true;39818767.62
1740;sea;32.00;true;30131866.55
1741;sea;38.48;false;9332257.38
1742;sea;30.45;true;18816736.51
1743;sea;39.79;true;42882626.36
1744;sea;35.49;false;9173148.69
1745;sea;35.97;true;49392761.03
1746;sea;37.46;false;6814730.52
1747;sea;36.34;true;46256951.89
1748;sea;34.96;true;36543148.82
1749;sea;30.08;false;28385559.23
1750;sea;31.82;false;18962259.92
1751;sea;39.81;false;25338878.65
1752;sea;37.65;true;47105404.95
1753;sea;39.11;true;20017797.32
1754;sea;34.29;true;25314999.01
1755;sea;32.14;true;14112458.92
1756;sea;39.17;false;41763397.63
1757;sea;37.07;false;8328741.90
1758;sea;36.78;true;21416250.45
1759;sea;31.57;true;39505093.83
1760;sea;38.48;true;44704815.08
1761;sea;30.09;true;17533161.52
1762;sea;36.30;true;32338198.07
1763;sea;39.72;false;20635933.34
1764;sea;35.84;true;12468186.71
1765;sea;38.76;false;19115315.93
1766;sea;33.32;true;45854795.77
1767;sea;36.61;false;40967916.24
1768;sea;34.50;false;35875643.24
1769;sea;37.07;false;31982735.76
1770;sea;31.94;false;14543426.38
1771;sea;36.64;true;30411682.99
1772;sea;35.17;false;7337953.39
1773;sea;33.35;false;30898883.44
1774;sea;32.34;false;25081000.74
1775;sea;30.29;false;18496721.40
